Probe Set ID,GSM1008929_Salinity_T.CEL(normalized),GSM1008930_Salinity_C.CEL(normalized)
HgAffx.22901.1.S1_at,-0.039155006,0.039155006
HgAffx.12200.1.S1_at,0.09378767,-0.09378767
HgAffx.17546.1.S1_at,-0.076999545,0.076999426
HgAffx.3925.1.A1_at,-0.24872339,0.24872327
HgAffx.4574.1.S1_at,-0.10441041,0.10441041
HgAffx.4086.1.A1_x_at,-0.2392863,0.2392863
HgAffx.1137.1.S1_at,0.20857525,-0.20857525
HgAffx.1137.1.S1_x_at,-0.19314897,0.19314897
HgAffx.22977.1.S1_at,0,0
HgAffx.22992.1.S1_at,-0.20857549,0.20857525
HgAffx.3008.1.S1_at,0.03657782,-0.03657782
HgAffx.24251.1.S1_at,-0.085202456,0.085202456
HgAffx.4013.1.A1_at,0.09378767,-0.09378767
HgAffx.419.1.S1_at,-0.10612297,0.10612297
HgAffx.19065.1.S1_at,-0.10074091,0.10074091
HgAffx.231.1.S1_at,-0.08291435,0.08291435
HgAffx.3584.1.A1_s_at,-0.022756577,0.022756577
HgAffx.3584.1.A1_x_at,0,0
HgAffx.4081.1.A1_at,0.02793169,-0.027931452
HgAffx.498.1.S1_at,-0.047608018,0.047608018
HgAffx.5454.1.S1_at,0.09378743,-0.09378767
HgAffx.4035.1.A1_at,0.21663046,-0.21663046
HgAffx.18366.1.S1_at,-0.039155006,0.039155006
HgAffx.23254.1.S1_at,-0.05035448,0.05035448
HgAffx.5536.1.S1_at,-0.011468172,0.011468172
HgAffx.4613.1.S1_at,0.108864784,-0.108864784
HgAffx.22949.1.S1_at,0.09661484,-0.09661484
HgAffx.3167.1.S1_x_at,-0.10074091,0.10074091
HgAffx.19631.1.S1_at,-0.06769276,0.06769276
HgAffx.15138.1.S1_at,-0.04050684,0.04050684
HgAffx.3982.1.A1_at,0.04900694,-0.04900694
HgAffx.1442.1.S1_x_at,0.09929657,-0.09929657
HgAffx.3572.1.A1_s_at,0.14638007,-0.14638007
HgAffx.8844.1.S1_at,-0.04617977,0.04617977
HgAffx.1145.1.S1_at,-0.2096057,0.2096057
HgAffx.3210.1.S1_at,0.1451931,-0.1451931
HgAffx.22931.1.S1_at,0.0476079,-0.0476079
HgAffx.3743.1.A1_x_at,-0.2575822,0.2575822
HgAffx.20856.1.S1_at,0,0
HgAffx.23888.1.S1_at,-0.1342299,0.13422966
HgAffx.4119.1.A1_at,0.19018936,-0.19018936
HgAffx.3671.1.A1_x_at,-0.10659695,0.10659695
HgAffx.3851.1.A1_at,-0.06769276,0.06769276
HgAffx.4024.1.A1_x_at,0.08174217,-0.08174217
HgAffx.3657.1.A1_s_at,0,0
HgAffx.4060.1.A1_at,-0.10074091,0.10074091
HgAffx.4060.1.A1_x_at,0.020814776,-0.020814776
HgAffx.3705.1.A1_x_at,-0.08291435,0.08291435
HgAffx.389.1.S1_x_at,-0.084290504,0.084290504
HgAffx.1966.1.A1_at,-0.1019783,0.1019783
HgAffx.1966.1.S1_at,0,0
HgAffx.2032.1.A1_at,0.04050684,-0.04050696
HgAffx.2032.1.S1_at,0.07442212,-0.07442212
HgAffx.699.1.A1_at,0.2798102,-0.27981043
HgAffx.699.1.S1_at,0.33002353,-0.33002353
HgAffx.7220.1.A1_at,0.20377159,-0.20377159
HgAffx.7220.1.S1_at,-0.08240056,0.08240056
HgAffx.16883.1.A1_at,0.039155006,-0.039155006
HgAffx.16883.1.S1_at,0.10440421,-0.10440421
HgAffx.3224.1.A1_at,0.158221,-0.15822124
HgAffx.3224.1.S1_at,-0.028425217,0.028424978
HgAffx.6332.1.A1_at,0,0
HgAffx.6332.1.S1_at,0,0
HgAffx.7210.1.A1_at,0.06350207,-0.06350207
HgAffx.7210.1.S1_at,-0.10659695,0.10659695
HgAffx.18594.1.A1_at,0,0
HgAffx.18594.1.S1_at,-0.050354242,0.050354242
HgAffx.14224.2.A1_at,0.10659695,-0.10659695
HgAffx.14224.2.S1_at,-0.14696908,0.14696908
HgAffx.179.1.A1_at,0,0
HgAffx.179.1.S1_at,0.117506266,-0.117506266
HgAffx.529.1.A1_at,-0.11159325,0.11159325
HgAffx.529.1.S1_at,-0.120657206,0.120657444
HgAffx.19477.1.A1_at,0,0
HgAffx.19477.1.S1_at,0.044741392,-0.044741392
HgAffx.8093.1.A1_at,0.04900694,-0.04900694
HgAffx.8093.1.S1_at,-0.112513304,0.112513304
HgAffx.22702.2.A1_at,-0.057533026,0.057533026
HgAffx.22702.2.S1_at,0,0
HgAffx.9968.2.A1_at,0.02818799,-0.02818799
HgAffx.9968.2.S1_at,-0.187536,0.187536
HgAffx.12775.1.A1_at,0.05162382,-0.05162382
HgAffx.12775.1.S1_at,0,0
HgAffx.4998.1.A1_at,0.04617977,-0.04617977
HgAffx.4998.1.S1_at,0.039319515,-0.039319515
HgAffx.10157.1.A1_at,0.084290504,-0.084290504
HgAffx.10157.1.S1_at,-0.15822077,0.15822077
HgAffx.6660.1.A1_at,-0.0557189,0.055719137
HgAffx.6660.1.S1_at,0,0
HgAffx.7372.1.A1_at,-0.09661484,0.09661484
HgAffx.7372.1.S1_at,0,0
HgAffx.7767.1.A1_at,0.09936166,-0.09936166
HgAffx.7767.1.S1_at,-0.046675205,0.046675205
HgAffx.13436.1.A1_at,0.085202456,-0.085202456
HgAffx.13436.1.S1_at,-0.14279461,0.14279461
HgAffx.23207.1.A1_at,0.09378767,-0.09378767
HgAffx.23207.1.S1_at,-0.1257093,0.1257093
HgAffx.15859.2.A1_at,0.059508085,-0.059508085
HgAffx.15859.2.S1_at,0.18183732,-0.18183756
HgAffx.9519.1.A1_at,-0.079662085,0.079662085
HgAffx.9519.1.S1_at,-0.07847381,0.07847381
HgAffx.7876.1.A1_at,0.04189372,-0.04189372
HgAffx.7876.1.S1_at,0.17943072,-0.17943072
HgAffx.13744.1.A1_at,0.0476079,-0.0476079
HgAffx.13744.1.S1_at,0.084290504,-0.08429074
HgAffx.21657.6.A1_at,0.26232672,-0.26232672
HgAffx.21657.6.S1_at,0.026961803,-0.026961803
HgAffx.7884.1.A1_at,-0.112513304,0.112513304
HgAffx.7884.1.S1_at,-0.09378779,0.09378767
HgAffx.21213.4.A1_at,-0.08090639,0.08090639
HgAffx.21213.4.S1_at,-0.040104866,0.040104866
HgAffx.22885.1.A1_at,0.0476079,-0.047608018
HgAffx.22885.1.S1_at,0.055991888,-0.055991888
HgAffx.7915.1.A1_at,-0.08805013,0.08804989
HgAffx.7915.1.S1_at,0.19859314,-0.19859314
HgAffx.6560.1.A1_at,-0.09378767,0.09378767
HgAffx.6560.1.S1_at,-0.050354242,0.050354242
HgAffx.11103.1.A1_at,-0.05278635,0.05278635
HgAffx.11103.1.S1_at,0,0
HgAffx.13307.1.A1_at,0.04617977,-0.04617977
HgAffx.13307.1.S1_at,-0.09398174,0.09398174
HgAffx.8376.1.A1_at,0.09936142,-0.09936142
HgAffx.8376.1.S1_at,0,0
HgAffx.19920.1.A1_at,-0.09936142,0.09936142
HgAffx.19920.1.S1_at,0,0
HgAffx.575.1.A1_at,0,0
HgAffx.575.1.S1_at,-0.09882593,0.09882593
HgAffx.7949.1.A1_at,0.08520222,-0.08520222
HgAffx.7949.1.S1_at,-0.0817101,0.08170986
HgAffx.5124.1.A1_at,-0.06331539,0.06331539
HgAffx.5124.1.S1_at,-0.08805013,0.08805013
HgAffx.14259.1.A1_at,0.09092116,-0.09092116
HgAffx.14259.1.S1_at,0.21663046,-0.21663046
HgAffx.8846.1.A1_at,-0.06769276,0.06769276
HgAffx.8846.1.S1_at,-0.117506266,0.117506266
HgAffx.9007.1.A1_at,-0.09453821,0.09453821
HgAffx.9007.1.S1_at,-0.04617977,0.04617977
HgAffx.16565.1.A1_at,0,0
HgAffx.16565.1.S1_at,-0.04617977,0.04617977
HgAffx.12712.1.A1_at,0.04189372,-0.04189372
HgAffx.12712.1.S1_at,0.03309536,-0.0330956
HgAffx.13958.1.A1_at,0.024073362,-0.024073362
HgAffx.13958.1.S1_at,-0.03438878,0.03438902
HgAffx.9789.1.A1_at,0,0
HgAffx.9789.1.S1_at,0.10659671,-0.10659695
HgAffx.15768.1.A1_at,-0.15822077,0.15822077
HgAffx.15768.1.S1_at,-0.10765445,0.10765457
HgAffx.22852.1.A1_at,0.13713026,-0.13713026
HgAffx.22852.1.S1_at,-0.04189372,0.04189372
HgAffx.19914.1.A1_at,0.07887602,-0.07887602
HgAffx.19914.1.S1_at,0,0
HgAffx.13433.1.A1_at,0.15822077,-0.15822077
HgAffx.13433.1.S1_at,0,0
HgAffx.16935.1.A1_at,-0.117506266,0.117506266
HgAffx.16935.1.S1_at,-0.10659695,0.10659695
HgAffx.19250.1.A1_at,0,0
HgAffx.19250.1.S1_at,-0.029519081,0.029519081
HgAffx.3394.2.A1_at,0,0
HgAffx.3394.2.S1_at,-0.043308496,0.043308496
HgAffx.12785.1.A1_at,-0.04189372,0.04189372
HgAffx.12785.1.S1_at,0.19002318,-0.19002318
HgAffx.17106.1.A1_at,0,0
HgAffx.17106.1.S1_at,-0.044447184,0.044447422
HgAffx.11077.2.A1_at,-0.2096057,0.2096057
HgAffx.11077.2.S1_s_at,0.1019783,-0.1019783
HgAffx.16246.1.A1_at,-0.073601246,0.073601246
HgAffx.16246.1.S1_at,-0.16549659,0.16549659
HgAffx.17005.1.A1_at,-0.017944574,0.017944574
HgAffx.17005.1.S1_at,0,0
HgAffx.18186.1.A1_at,0.04900694,-0.04900694
HgAffx.18186.1.S1_at,-0.11102295,0.11102271
HgAffx.12566.1.A1_at,0,0
HgAffx.12566.1.S1_at,0,0
HgAffx.19161.1.A1_at,-0.055575848,0.055576086
HgAffx.19161.1.S1_at,-0.05162382,0.05162382
HgAffx.12750.1.A1_at,-0.02149868,0.02149868
HgAffx.12750.1.S1_at,-0.11932325,0.11932325
HgAffx.14720.1.A1_at,0.0627048,-0.06270456
HgAffx.14720.1.S1_at,-0.033064008,0.033064008
HgAffx.15333.1.A1_at,0.14279461,-0.14279461
HgAffx.15333.1.S1_at,-0.1019783,0.1019783
HgAffx.17521.1.A1_at,-0.16498375,0.16498375
HgAffx.17521.1.S1_at,-0.08240056,0.08240056
HgAffx.356.1.A1_at,0.0876286,-0.0876286
HgAffx.356.1.S1_at,-0.16927171,0.16927171
HgAffx.13271.1.A1_at,-0.15098524,0.15098524
HgAffx.13271.1.S1_at,0,0
HgAffx.19102.1.A1_at,-0.09661484,0.09661484
HgAffx.19102.1.S1_at,-0.11159325,0.11159301
HgAffx.12346.1.A1_at,-0.048190594,0.048190594
HgAffx.12346.1.S1_at,-0.19314909,0.19314909
HgAffx.14723.1.A1_at,-0.09661484,0.09661484
HgAffx.14723.1.S1_at,-0.15098524,0.15098524
HgAffx.4250.1.A1_at,0.059797525,-0.059797525
HgAffx.4250.1.S1_at,0.041690588,-0.041690588
HgAffx.1459.1.A1_at,0,0
HgAffx.1459.1.S1_at,-0.121555805,0.121555805
HgAffx.1459.1.S1_x_at,-0.053810477,0.053810477
HgAffx.4235.1.A1_at,-0.05957222,0.05957222
HgAffx.4235.1.S1_at,0,0
HgAffx.4235.1.S1_x_at,0.10441041,-0.10441065
HgAffx.19860.1.A1_at,0.1019783,-0.1019783
HgAffx.19860.1.S1_at,0,0
HgAffx.16077.3.A1_at,0,0
HgAffx.16077.3.S1_at,0,0
HgAffx.11090.2.A1_at,-0.10978031,0.10978031
HgAffx.11090.2.S1_at,-0.20270848,0.20270848
HgAffx.2276.1.A1_at,-0.041893482,0.04189372
HgAffx.2276.1.S1_at,-0.18312216,0.18312216
HgAffx.9565.1.A1_at,0.027931929,-0.02793169
HgAffx.9565.1.S1_at,0.05403495,-0.05403495
HgAffx.7212.1.A1_at,-0.09936142,0.09936142
HgAffx.7212.1.S1_at,0.16378212,-0.16378212
HgAffx.6665.1.A1_at,-0.053810358,0.053810358
HgAffx.6665.1.S1_at,-0.14696884,0.14696908
HgAffx.11621.1.A1_at,0.1342299,-0.1342299
HgAffx.11621.1.S1_at,-0.039319515,0.039319515
HgAffx.10809.1.A1_at,0.116529465,-0.116529465
HgAffx.10809.1.S1_at,0.14852667,-0.1485269
HgAffx.20171.1.A1_at,-0.12994385,0.12994385
HgAffx.20171.1.S1_at,0,0
HgAffx.9349.1.A1_at,0.1326108,-0.13261104
HgAffx.9349.1.S1_at,0.02818799,-0.02818799
HgAffx.4151.2.A1_at,0,0
HgAffx.4151.2.S1_at,-0.06146407,0.06146407
HgAffx.7722.1.A1_at,0.044741392,-0.044741392
HgAffx.7722.1.S1_at,-0.1019783,0.1019783
HgAffx.15243.1.A1_at,0.037381172,-0.037380934
HgAffx.15243.1.S1_at,-0.14446664,0.14446664
HgAffx.10326.1.A1_at,-0.08370495,0.08370495
HgAffx.10326.1.S1_at,0,0
HgAffx.16656.2.A1_at,0,0
HgAffx.16656.2.S1_at,-0.20252347,0.20252323
HgAffx.4379.1.A1_at,0,0
HgAffx.4379.1.S1_at,0.0476079,-0.0476079
HgAffx.4780.1.A1_at,-0.044741154,0.044741392
HgAffx.4780.1.S1_at,-0.12570906,0.1257093
HgAffx.4760.1.A1_at,-0.1457293,0.1457293
HgAffx.4760.1.S1_at,0.044447422,-0.044447422
HgAffx.13630.1.A1_at,0.05723715,-0.05723715
HgAffx.13630.1.S1_at,-0.048823595,0.048823357
HgAffx.5202.1.A1_at,0.14446664,-0.14446664
HgAffx.5202.1.S1_at,-0.19468832,0.19468832
HgAffx.7193.1.A1_at,-0.034798145,0.034798145
HgAffx.7193.1.S1_at,-0.13978148,0.13978148
HgAffx.16961.1.A1_at,0.15098524,-0.15098548
HgAffx.16961.1.S1_at,0.27228785,-0.2722876
HgAffx.19943.3.A1_at,0.04617977,-0.04617977
HgAffx.19943.3.S1_at,-0.11885238,0.118852615
HgAffx.16970.1.A1_at,0,0
HgAffx.16970.1.S1_at,0.17045069,-0.17045069
HgAffx.8084.1.A1_at,0,0
HgAffx.8084.1.S1_at,0.09938741,-0.09938741
HgAffx.5188.1.A1_at,0.26327467,-0.26327455
HgAffx.5188.1.S1_at,-0.20857525,0.20857525
HgAffx.9539.1.A1_at,0,0
HgAffx.9539.1.S1_at,-0.24113548,0.24113536
HgAffx.6791.1.A1_at,0.10074091,-0.10074067
HgAffx.6791.1.S1_at,-0.08375883,0.08375859
HgAffx.16978.1.A1_at,0.08167434,-0.08167434
HgAffx.16978.1.S1_at,0.14696908,-0.14696932
HgAffx.12230.1.A1_at,0.053810596,-0.053810596
HgAffx.12230.1.S1_at,-0.24744987,0.24744987
HgAffx.20204.2.A1_at,-0.18753588,0.18753576
HgAffx.20204.2.S1_at,-0.027302742,0.027302742
HgAffx.6618.1.A1_at,-0.09936142,0.09936142
HgAffx.6618.1.S1_at,-0.22632647,0.22632623
HgAffx.5987.1.A1_at,0,0
HgAffx.5987.1.S1_at,0,0
HgAffx.10150.1.A1_at,0.027269602,-0.027269602
HgAffx.10150.1.S1_at,-0.07978654,0.07978678
HgAffx.7538.1.A1_at,0.08805013,-0.08805013
HgAffx.7538.1.S1_at,0.16378188,-0.16378212
HgAffx.6313.1.A1_at,-0.1653409,0.1653409
HgAffx.6313.1.S1_at,-0.12570906,0.1257093
HgAffx.8639.1.A1_at,0,0
HgAffx.8639.1.S1_at,-0.24113536,0.24113512
HgAffx.6986.1.A1_at,0.193712,-0.19371212
HgAffx.6986.1.S1_at,0.05162382,-0.05162382
HgAffx.20145.1.A1_at,0.04050684,-0.04050684
HgAffx.20145.1.S1_at,0.09378767,-0.09378767
HgAffx.23244.2.A1_at,-0.028424978,0.028424978
HgAffx.23244.2.S1_at,-0.13852906,0.13852906
HgAffx.11249.1.A1_at,0.02705717,-0.02705717
HgAffx.11249.1.S1_at,-0.059254408,0.059254408
HgAffx.9066.1.A1_at,-0.05957222,0.05957222
HgAffx.9066.1.S1_at,0.060608387,-0.060608625
HgAffx.12792.1.A1_at,0,0
HgAffx.12792.1.S1_at,0.16705084,-0.16705108
HgAffx.19731.1.A1_at,-0.0476079,0.0476079
HgAffx.19731.1.S1_at,0,0
HgAffx.10785.1.A1_at,0.106597185,-0.10659695
HgAffx.10785.1.S1_at,0.08564067,-0.08564067
HgAffx.23679.1.A1_at,0.08277655,-0.08277631
HgAffx.23679.1.S1_at,0.19859314,-0.19859314
HgAffx.22814.2.A1_at,0.029180765,-0.029180765
HgAffx.22814.2.S1_at,0.08313513,-0.08313513
HgAffx.16940.2.A1_at,-0.079662085,0.079662085
HgAffx.16940.2.S1_at,0.108472824,-0.108472824
HgAffx.10674.1.A1_at,0.053810596,-0.053810596
HgAffx.10674.1.S1_at,0.09936142,-0.09936142
HgAffx.6074.1.A1_at,0.046347618,-0.046347618
HgAffx.6074.1.S1_at,0.09382939,-0.09382963
HgAffx.9509.1.A1_at,-0.08804989,0.08804989
HgAffx.9509.1.S1_at,0.004823208,-0.004823208
HgAffx.16941.2.A1_at,0,0
HgAffx.16941.2.S1_at,0.20270848,-0.20270848
HgAffx.12739.1.A1_at,-0.08804989,0.08804989
HgAffx.12739.1.S1_at,-0.07442212,0.07442212
HgAffx.13007.1.A1_at,-0.11158466,0.11158466
HgAffx.13007.1.S1_at,0,0
HgAffx.9655.1.A1_at,0.013366699,-0.013366699
HgAffx.9655.1.S1_at,-0.10869193,0.10869193
HgAffx.18788.1.A1_at,-0.08391571,0.08391571
HgAffx.18788.1.S1_at,0,0
HgAffx.4481.1.A1_at,0.023942232,-0.023941994
HgAffx.4481.1.S1_at,-0.17612338,0.17612338
HgAffx.18818.2.A1_at,0.053810596,-0.053810596
HgAffx.18818.2.S1_at,0.044741392,-0.044741392
HgAffx.15919.2.A1_at,-0.05035448,0.050354242
HgAffx.15919.2.S1_at,0,0
HgAffx.9578.1.A1_at,-0.017093897,0.017093897
HgAffx.9578.1.S1_at,-0.10564637,0.10564637
HgAffx.11403.1.A1_at,-0.19468832,0.19468832
HgAffx.11403.1.S1_at,0.09936142,-0.09936142
HgAffx.7166.1.A1_at,-0.021717787,0.021718025
HgAffx.7166.1.S1_at,-0.22145557,0.22145581
HgAffx.8373.1.A1_at,-0.046347618,0.046347618
HgAffx.8373.1.S1_at,0.15939999,-0.15939999
HgAffx.7844.1.A1_at,-0.054662466,0.054662466
HgAffx.7844.1.S1_at,-0.13852906,0.13852882
HgAffx.8318.1.A1_at,-0.053810596,0.053810358
HgAffx.8318.1.S1_at,-0.18491697,0.18491673
HgAffx.7282.1.A1_at,-0.13852906,0.13852906
HgAffx.7282.1.S1_at,-0.17045093,0.17045069
HgAffx.10498.1.A1_at,-0.09936118,0.09936118
HgAffx.10498.1.S1_at,0,0
HgAffx.21477.1.A1_at,0,0
HgAffx.21477.1.S1_at,0.25578547,-0.25578547
HgAffx.4301.1.A1_at,0.07847381,-0.07847381
HgAffx.4301.1.S1_at,0,0
HgAffx.11248.1.A1_at,0.12994385,-0.12994385
HgAffx.11248.1.S1_at,-0.063241005,0.063241005
HgAffx.4561.1.A1_at,-0.09661484,0.09661484
HgAffx.4561.1.S1_at,0.108472824,-0.108472705
HgAffx.6395.1.A1_at,-0.15098524,0.150985
HgAffx.6395.1.S1_at,-0.028449416,0.028449535
HgAffx.4545.2.A1_at,-0.02842474,0.028424978
HgAffx.4545.2.S1_at,0.038716793,-0.038716793
HgAffx.16903.1.A1_at,0,0
HgAffx.16903.1.S1_at,-0.101765394,0.101765394
HgAffx.6875.1.A1_at,0,0
HgAffx.6875.1.S1_at,-0.117550135,0.117550135
HgAffx.459.1.A1_at,-0.2059598,0.2059598
HgAffx.459.1.S1_at,-0.07740021,0.07740021
HgAffx.10821.1.A1_at,0.039155245,-0.039155245
HgAffx.10821.1.S1_at,-0.09092116,0.09092116
HgAffx.12081.2.A1_at,0.21950126,-0.21950126
HgAffx.12081.2.S1_at,-0.058003426,0.058003426
HgAffx.4726.1.A1_at,-0.018309355,0.018309355
HgAffx.4726.1.S1_at,0.23133612,-0.23133612
HgAffx.4845.1.A1_at,0.115843296,-0.115843296
HgAffx.4845.1.S1_at,0.13447738,-0.13447738
HgAffx.15571.1.A1_at,-0.079662085,0.079662085
HgAffx.15571.1.S1_at,0.043308496,-0.043308496
HgAffx.20488.2.A1_at,-0.3044424,0.3044424
HgAffx.20488.2.S1_at,-0.079662085,0.079661846
HgAffx.13483.1.A1_at,-0.043308258,0.043308496
HgAffx.13483.1.S1_at,0,0
HgAffx.5776.1.A1_at,0.108472824,-0.108472824
HgAffx.5776.1.S1_at,0,0
HgAffx.17234.2.A1_at,0.09378767,-0.09378767
HgAffx.17234.2.S1_at,0,0
HgAffx.5267.1.A1_at,0.08313513,-0.08313513
HgAffx.5267.1.S1_at,-0.013377667,0.013377667
HgAffx.11563.1.A1_at,-0.2457509,0.24575114
HgAffx.11563.1.S1_at,0.21663046,-0.21663046
HgAffx.4454.1.A1_at,-0.017457962,0.017457962
HgAffx.4454.1.S1_at,-0.17314506,0.17314506
HgAffx.4470.1.A1_at,0,0
HgAffx.4470.1.S1_at,0.055780172,-0.055780172
HgAffx.6162.1.A1_at,0.04050684,-0.04050684
HgAffx.6162.1.S1_at,0.16125941,-0.16125941
HgAffx.6478.1.A1_at,0.04617977,-0.04617977
HgAffx.6478.1.S1_at,0,0
HgAffx.11503.1.A1_at,-0.039155245,0.039155245
HgAffx.11503.1.S1_at,-0.17612362,0.17612362
HgAffx.15712.1.A1_at,0.18891406,-0.18891406
HgAffx.15712.1.S1_at,0.25655818,-0.25655818
HgAffx.9790.1.A1_at,0,0
HgAffx.9790.1.S1_at,0.048528194,-0.048528194
HgAffx.24307.1.A1_at,-0.025752068,0.025752068
HgAffx.24307.1.S1_at,0.055719137,-0.055719137
HgAffx.8173.1.A1_at,0,0
HgAffx.8173.1.S1_at,0.055309296,-0.055309296
HgAffx.9640.1.A1_at,0.10441041,-0.10441041
HgAffx.9640.1.S1_at,-0.055309057,0.055309057
HgAffx.5570.1.A1_at,-0.049693823,0.04969406
HgAffx.5570.1.S1_at,0,0
HgAffx.9058.1.A1_at,0.10986233,-0.10986233
HgAffx.9058.1.S1_at,0.055309296,-0.055309296
HgAffx.14194.1.A1_at,0.087628365,-0.087628365
HgAffx.14194.1.S1_at,0.076226234,-0.076226234
HgAffx.21646.1.A1_at,-0.19010282,0.19010305
HgAffx.21646.1.S1_at,0.04050684,-0.04050672
HgAffx.17508.1.A1_at,0.055309296,-0.055309296
HgAffx.17508.1.S1_at,-0.023942113,0.023941994
HgAffx.13515.1.A1_at,-0.017189264,0.017189264
HgAffx.13515.1.S1_at,0.2575822,-0.2575822
HgAffx.18101.1.A1_at,-0.14000964,0.1400094
HgAffx.18101.1.S1_at,-0.14279461,0.14279461
HgAffx.13789.1.A1_at,-0.027267694,0.027267694
HgAffx.13789.1.S1_at,-0.027011871,0.027011871
HgAffx.22056.1.A1_at,-0.08240056,0.08240056
HgAffx.22056.1.S1_at,0.04050684,-0.04050684
HgAffx.8743.1.A1_at,-0.1422453,0.14224505
HgAffx.8743.1.S1_at,0,0
HgAffx.13044.1.A1_at,0.05035448,-0.05035448
HgAffx.13044.1.S1_at,0.025064945,-0.025064945
HgAffx.23091.1.A1_at,0,0
HgAffx.23091.1.S1_at,-0.078611374,0.078611374
HgAffx.12838.1.A1_at,0.2575822,-0.2575822
HgAffx.12838.1.S1_at,0.05896592,-0.05896592
HgAffx.23089.1.A1_at,-0.12570906,0.12570906
HgAffx.23089.1.S1_at,-0.09936142,0.09936142
HgAffx.7400.1.A1_at,0.14963007,-0.14963007
HgAffx.7400.1.S1_at,-0.19314909,0.19314885
HgAffx.16448.1.A1_at,-0.044447422,0.044447422
HgAffx.16448.1.S1_at,-0.05549121,0.05549097
HgAffx.14064.1.A1_at,0,0
HgAffx.14064.1.S1_at,-0.0476079,0.0476079
HgAffx.19375.1.A1_at,0.0824008,-0.08240068
HgAffx.19375.1.S1_at,-0.15098524,0.15098524
HgAffx.21579.1.A1_at,-0.023941994,0.023941994
HgAffx.21579.1.S1_at,-0.09395409,0.09395409
HgAffx.19213.1.A1_at,-0.023048162,0.023047924
HgAffx.19213.1.S1_at,-0.08240056,0.08240056
HgAffx.23246.1.A1_at,0.058677673,-0.058677673
HgAffx.23246.1.S1_at,-0.13422966,0.13422966
HgAffx.8991.1.A1_at,0.108472824,-0.108472824
HgAffx.8991.1.S1_at,0,0
HgAffx.15805.1.A1_at,0.085202456,-0.085202456
HgAffx.15805.1.S1_at,0.08805001,-0.08805001
HgAffx.6211.1.A1_at,0.05557382,-0.0555737
HgAffx.6211.1.S1_at,0.13472795,-0.1347282
HgAffx.6483.1.A1_at,0.121555805,-0.121555805
HgAffx.6483.1.S1_at,0.21607447,-0.21607447
HgAffx.6274.1.A1_at,0.044741392,-0.044741392
HgAffx.6274.1.S1_at,0.16617799,-0.16617799
HgAffx.16241.1.A1_at,-0.085202456,0.085202456
HgAffx.16241.1.S1_at,-0.067622185,0.067622304
HgAffx.15118.1.A1_at,-0.053810596,0.053810596
HgAffx.15118.1.S1_at,-0.16854668,0.16854668
HgAffx.23185.1.A1_at,-0.053810596,0.053810596
HgAffx.23185.1.S1_at,0.05278635,-0.05278635
HgAffx.19970.1.A1_at,-0.05162406,0.05162406
HgAffx.19970.1.S1_at,0.16378212,-0.16378212
HgAffx.18292.1.A1_at,0,0
HgAffx.18292.1.S1_at,0.043308496,-0.043308496
HgAffx.15942.1.A1_at,0.11158466,-0.11158466
HgAffx.15942.1.S1_at,0.01994133,-0.01994145
HgAffx.17919.1.A1_at,-0.07475901,0.07475901
HgAffx.17919.1.S1_at,0,0
HgAffx.19719.1.A1_at,0.07038593,-0.07038617
HgAffx.19719.1.S1_at,-0.10997152,0.10997152
HgAffx.23763.1.A1_at,0.04617977,-0.04617977
HgAffx.23763.1.S1_at,-0.054662466,0.054662466
HgAffx.14871.1.A1_at,0.054907084,-0.054907322
HgAffx.14871.1.S1_at,-0.079348564,0.079348564
HgAffx.2779.1.A1_at,0.057369232,-0.057369232
HgAffx.2779.1.S1_at,0.10978031,-0.10978031
HgAffx.22861.1.A1_at,0.054035187,-0.05403495
HgAffx.22861.1.S1_at,-0.17870688,0.17870665
HgAffx.1235.1.A1_at,0.05782795,-0.05782795
HgAffx.1235.1.S1_at,0.025064945,-0.025064945
HgAffx.12145.1.A1_at,0.16359401,-0.16359401
HgAffx.12145.1.S1_at,0,0
HgAffx.21017.1.A1_at,-0.14633512,0.14633512
HgAffx.21017.1.S1_at,0,0
HgAffx.16027.2.A1_at,-0.13852918,0.13852906
HgAffx.16027.2.S1_at,0.09936142,-0.09936142
HgAffx.24116.1.A1_at,0.2069025,-0.2069025
HgAffx.24116.1.S1_at,0.028424978,-0.028424978
HgAffx.13277.1.A1_at,0.10910797,-0.10910797
HgAffx.13277.1.S1_at,0.089508295,-0.089508295
HgAffx.11313.2.A1_at,-0.10765457,0.10765457
HgAffx.11313.2.S1_at,-0.21288347,0.21288347
HgAffx.13338.1.A1_at,-0.18183756,0.18183756
HgAffx.13338.1.S1_at,0.047094822,-0.047094822
HgAffx.9059.1.A1_at,-0.028424978,0.028424978
HgAffx.9059.1.S1_at,0.04900682,-0.04900694
HgAffx.13471.20.A1_at,-0.05549121,0.05549097
HgAffx.13471.20.S1_at,0.10997176,-0.10997152
HgAffx.13471.20.S1_s_at,0.063703775,-0.063703775
HgAffx.4231.2.A1_at,-0.122552395,0.122552395
HgAffx.4231.2.S1_at,-0.010319948,0.01031971
HgAffx.17103.1.A1_at,-0.08804989,0.08804989
HgAffx.17103.1.S1_at,-0.19859314,0.19859314
HgAffx.3736.2.A1_at,0.0476079,-0.0476079
HgAffx.3736.2.S1_at,-0.06624031,0.06624007
HgAffx.13295.1.A1_at,-0.13852906,0.13852906
HgAffx.13295.1.S1_at,-0.044741154,0.044741392
HgAffx.19201.1.A1_at,0,0
