Probe Set ID,GSM1008929_Salinity_T.CEL(normalized),GSM1008930_Salinity_C.CEL(normalized)
PsAffx.C121000046_at,0,0
PsAffx.C121000047_at,-0.1344018,0.1344018
PsAffx.C121000049_at,0.28119898,-0.28119898
PsAffx.C1215000001_at,-0.04900694,0.04900694
PsAffx.C122000001_at,-0.08426666,0.08426666
PsAffx.C122000004_at,-0.17455244,0.17455244
PsAffx.C122000006_at,-0.05278659,0.05278659
PsAffx.C122000007_at,-0.15939987,0.15939999
PsAffx.C122000009_at,-0.07476282,0.07476282
PsAffx.C122000010_at,0,0
PsAffx.C122000013_at,0.07409477,-0.07409477
PsAffx.C71000003_s_at,-0.12570918,0.1257093
PsAffx.C122000016_at,0.062085867,-0.062086105
PsAffx.C122000018_at,0.07565212,-0.07565236
PsAffx.C122000019_at,0.008829117,-0.008829355
PsAffx.C122000020_at,0.088077545,-0.088077545
PsAffx.C122000022_at,0.043308496,-0.043308496
PsAffx.C122000023_at,-0.23789048,0.23789048
PsAffx.C122000024_at,-0.08375859,0.08375859
PsAffx.C122000025_at,0.16385555,-0.16385555
PsAffx.C122000026_at,-0.025134325,0.025134325
PsAffx.C122000027_at,0.37836146,-0.3783617
PsAffx.C122000029_at,0.21328807,-0.21328807
PsAffx.C122000031_at,-0.027800083,0.027800083
PsAffx.C122000033_at,0.08805013,-0.08805013
PsAffx.C122000035_at,0.055506706,-0.055506706
PsAffx.C122000038_at,0.1936245,-0.1936245
PsAffx.C122000039_at,-0.04189372,0.04189372
PsAffx.C122000040_at,-0.13842106,0.13842106
PsAffx.C122000041_at,-0.03967619,0.03967619
PsAffx.C122000042_at,0.08805013,-0.08805013
PsAffx.C122000043_at,-0.19550037,0.19550037
PsAffx.C122000044_at,0.08240056,-0.08240056
PsAffx.C122000045_at,0.04900694,-0.04900694
PsAffx.C1224000001_s_at,0.108472824,-0.108472824
PsAffx.C123000002_at,-0.19859314,0.19859314
PsAffx.C123000003_at,-0.028449535,0.028449535
PsAffx.C123000004_at,-0.04900694,0.04900694
PsAffx.C123000006_at,-0.047608137,0.0476079
PsAffx.C123000007_at,-0.0476079,0.0476079
PsAffx.C123000008_at,0.08424902,-0.08424902
PsAffx.C123000009_at,0.116737604,-0.116737604
PsAffx.C123000010_at,-0.076999426,0.076999426
PsAffx.C123000011_at,-0.07274032,0.07274032
PsAffx.C123000012_at,0.08804989,-0.08804965
PsAffx.C123000013_at,0.05278659,-0.05278659
PsAffx.C123000014_at,-0.05403471,0.05403495
PsAffx.C123000019_at,0.11048937,-0.11048937
PsAffx.C123000022_at,-0.0476079,0.0476079
PsAffx.C123000023_at,-0.04617977,0.04617977
PsAffx.C123000024_at,0.029326677,-0.029326677
PsAffx.C123000025_at,0.06448984,-0.06448984
PsAffx.C123000026_at,-0.09661484,0.09661484
PsAffx.C123000027_at,-0.028252125,0.028252125
PsAffx.C123000028_at,-0.15939999,0.15939999
PsAffx.C123000029_at,0.10074103,-0.10074103
PsAffx.C123000030_at,-0.028449535,0.028449535
PsAffx.C123000031_at,-0.028252125,0.028251886
PsAffx.C123000032_at,0,0
PsAffx.C123000033_at,-0.028252125,0.028252125
PsAffx.C123000035_at,-0.015877247,0.015877247
PsAffx.C123000038_at,0,0
PsAffx.C123000040_at,0.18767047,-0.18767023
PsAffx.C123000044_at,-0.13852906,0.13852906
PsAffx.C123000045_at,0.020814896,-0.020814896
PsAffx.C123000047_s_at,0.09378767,-0.09378779
PsAffx.C123000048_at,0.16125941,-0.16125917
PsAffx.C123000049_at,0.037843943,-0.03784418
PsAffx.C123000050_at,-0.02793169,0.02793169
PsAffx.C123000051_at,0.082999945,-0.082999945
PsAffx.C123000052_at,0.16907454,-0.16907454
PsAffx.C1233000001_at,0.19859314,-0.19859314
PsAffx.C1239000001_at,0.05278635,-0.05278635
PsAffx.C124000001_at,-0.14279461,0.14279461
PsAffx.C124000003_at,0.17237473,-0.17237496
PsAffx.C124000004_at,0.09936094,-0.09936118
PsAffx.C124000007_s_at,0.187536,-0.18753612
PsAffx.C124000008_at,-0.08183503,0.08183503
PsAffx.C124000010_at,-0.20270848,0.20270848
PsAffx.C124000011_at,-0.06479025,0.06479025
PsAffx.C124000014_at,0,0
PsAffx.C124000015_at,-0.18526006,0.18526006
PsAffx.C124000017_at,0.07699919,-0.076999426
PsAffx.C124000019_at,-0.09936142,0.09936142
PsAffx.C124000022_at,-0.04617977,0.04617977
PsAffx.C124000024_at,0,0
PsAffx.C124000025_at,-0.048779964,0.048779964
PsAffx.C124000026_at,-0.04634738,0.046347618
PsAffx.C124000027_at,-0.08805001,0.08805001
PsAffx.C124000028_at,0.30339336,-0.30339336
PsAffx.C124000029_at,-0.08016062,0.080160856
PsAffx.C124000030_at,-0.078185916,0.078186035
PsAffx.C124000031_at,-0.13842106,0.13842106
PsAffx.C124000032_at,-0.03799653,0.037996292
PsAffx.C124000033_at,-0.043308496,0.043308496
PsAffx.C124000034_at,-0.25676346,0.25676346
PsAffx.C124000035_at,0.20942688,-0.20942688
PsAffx.C124000036_at,0.09936118,-0.09936118
PsAffx.C124000037_at,-0.1895113,0.1895113
PsAffx.C124000039_at,0.19362426,-0.1936245
PsAffx.C124000043_at,0.027355194,-0.027355194
PsAffx.C124000044_at,0.04617977,-0.04617977
PsAffx.C124000045_at,-0.09661484,0.09661484
PsAffx.C124000046_at,0,0
PsAffx.C124000047_at,0.063562155,-0.06356192
PsAffx.C124000048_at,-0.13422966,0.13422966
PsAffx.C124000049_at,0.26753187,-0.26753187
PsAffx.C124000050_at,0.20822692,-0.20822692
PsAffx.C124000052_at,0.079662085,-0.079662085
PsAffx.C124000053_at,0,0
PsAffx.C125000001_at,-0.27791667,0.27791667
PsAffx.C125000002_at,-0.044741392,0.044741392
PsAffx.C125000002_s_at,-0.03950596,0.03950596
PsAffx.C125000006_at,0,0
PsAffx.C125000007_at,0,0
PsAffx.C125000008_at,0.047608137,-0.0476079
PsAffx.C125000009_at,0,0
PsAffx.C125000013_at,-0.08259797,0.08259797
PsAffx.C125000015_at,-0.09811902,0.09811902
PsAffx.C125000019_at,-0.16950774,0.16950798
PsAffx.C125000021_at,-0.043308496,0.043308496
PsAffx.C125000022_at,-0.09811902,0.09811902
PsAffx.C125000023_at,-0.11128676,0.11128676
PsAffx.C125000024_at,0.09181905,-0.09181905
PsAffx.C125000025_at,0.054567337,-0.054567337
PsAffx.C125000027_at,0.12994385,-0.12994409
PsAffx.C125000028_at,0,0
PsAffx.C125000029_at,-0.17045069,0.17045069
PsAffx.C125000030_at,-0.08391595,0.08391571
PsAffx.C125000032_at,-0.04050684,0.04050684
PsAffx.C125000033_at,0.13852906,-0.13852906
PsAffx.C125000034_at,-0.09378767,0.09378767
PsAffx.C125000035_at,-0.30547214,0.3054719
PsAffx.C125000037_at,-0.14736438,0.14736438
PsAffx.C125000039_at,-0.04617977,0.04617977
PsAffx.C125000040_at,-0.04050684,0.04050684
PsAffx.C125000041_at,-0.17612374,0.17612362
PsAffx.C125000042_at,0.158221,-0.158221
PsAffx.C125000043_at,0.15403605,-0.15403605
PsAffx.C125000047_at,0.026730776,-0.026730776
PsAffx.C125000050_at,0.20270848,-0.20270848
PsAffx.C1251000001_at,0,0
PsAffx.C1259000001_s_at,0.13882303,-0.13882303
PsAffx.C126000001_at,-0.16549659,0.16549659
PsAffx.C126000002_at,0.11848879,-0.11848879
PsAffx.C126000003_at,-0.016320944,0.016320705
PsAffx.C126000006_at,-0.05035436,0.05035448
PsAffx.C126000007_at,0.2091589,-0.2091589
PsAffx.C126000008_at,0.14696932,-0.14696932
PsAffx.C126000009_at,-0.04617977,0.04617977
PsAffx.C126000015_at,0.050234795,-0.050234556
PsAffx.C126000018_at,-0.02793169,0.02793169
PsAffx.C126000019_at,0,0
PsAffx.C126000026_at,-0.072672844,0.072672844
PsAffx.C126000030_at,0.09092116,-0.09092116
PsAffx.C126000034_at,-0.10440421,0.10440421
PsAffx.C126000037_at,-0.110398054,0.110397816
PsAffx.C126000038_at,0.027107,-0.027106762
PsAffx.C126000040_at,0.044741392,-0.044741392
PsAffx.C126000041_at,-0.19420123,0.19420123
PsAffx.C126000044_at,0.16559005,-0.16559005
PsAffx.C126000046_at,-0.12994361,0.12994385
PsAffx.C126000047_at,-0.03784418,0.03784418
PsAffx.C1263000001_at,-0.039155006,0.039155126
PsAffx.C1265000001_at,-0.10441041,0.10441041
PsAffx.C1265000002_at,0.08391595,-0.08391595
PsAffx.C1269000001_at,0.15408397,-0.15408397
PsAffx.C22000089_at,-0.079662085,0.079662085
PsAffx.C22000089_s_at,0,0
PsAffx.C127000003_at,0,0
PsAffx.C127000005_at,-0.18183756,0.18183756
PsAffx.C127000006_at,-0.16156602,0.16156602
PsAffx.C127000009_at,0.050234795,-0.050234795
PsAffx.C127000011_s_at,-0.42404294,0.4240427
PsAffx.C127000012_at,-0.028251886,0.028251886
PsAffx.C127000013_at,0.15476465,-0.15476465
PsAffx.C127000014_at,0.05278635,-0.05278659
PsAffx.C127000015_at,-0.061267853,0.061267853
PsAffx.C127000016_at,-0.10143936,0.10143936
PsAffx.C127000017_at,-0.04189372,0.04189384
PsAffx.C127000018_at,0.29362988,-0.29362988
PsAffx.C127000019_at,-0.018449783,0.018449783
PsAffx.C127000020_at,-0.07047987,0.07047987
PsAffx.C127000021_at,0.07429671,-0.074296474
PsAffx.C127000022_at,0,0
PsAffx.C127000023_at,-0.08174229,0.08174229
PsAffx.C127000024_at,-0.04174471,0.041744947
PsAffx.C127000025_at,-0.07317138,0.07317138
PsAffx.C127000027_at,0.19294524,-0.19294524
PsAffx.C127000028_at,0.04617977,-0.04617977
PsAffx.C127000030_at,0.11158466,-0.11158466
PsAffx.C127000033_at,0.05162406,-0.05162406
PsAffx.C127000037_at,0.05035448,-0.05035448
PsAffx.C127000038_at,-0.08313513,0.08313489
PsAffx.C127000041_at,-0.21607494,0.21607494
PsAffx.C128000002_at,0,0
PsAffx.C128000003_s_at,0.030391455,-0.030391455
PsAffx.C128000008_at,0.04050684,-0.04050684
PsAffx.C128000010_at,-0.19597769,0.19597769
PsAffx.C128000012_at,0.11932325,-0.119323015
PsAffx.C128000014_at,-0.09661484,0.09661484
PsAffx.C128000019_at,0.095181465,-0.0951817
PsAffx.C128000020_at,-0.08804965,0.08804989
PsAffx.C128000021_at,0.09092116,-0.09092116
PsAffx.C128000027_at,0.11159301,-0.11159325
PsAffx.C128000028_at,-0.05278635,0.05278659
PsAffx.C37000037_s_at,-0.028449535,0.028449535
PsAffx.C128000030_s_at,0.20265245,-0.20265245
PsAffx.C128000031_at,0,0
PsAffx.C128000031_s_at,-0.15476465,0.15476465
PsAffx.C128000034_at,0.17336726,-0.17336726
PsAffx.C128000036_at,-0.066072226,0.066072226
PsAffx.C128000037_at,0.044741392,-0.044741392
PsAffx.C128000042_at,-0.14279461,0.14279461
PsAffx.C1280000001_at,0.079609394,-0.079609394
PsAffx.C1281000001_at,-0.02793169,0.02793169
PsAffx.C1282000001_at,-0.039155245,0.039155245
PsAffx.C129000001_at,-0.01481247,0.014812708
PsAffx.C129000002_at,-0.062086105,0.062086105
PsAffx.C129000003_at,0.043308496,-0.043308496
PsAffx.C129000004_at,-0.09092116,0.09092116
PsAffx.C129000005_at,0,0
PsAffx.C129000006_at,-0.010825634,0.010825634
PsAffx.C129000007_at,0.055506706,-0.055506706
PsAffx.C129000008_at,-0.028449535,0.028449535
PsAffx.C129000010_at,-0.07587314,0.07587314
PsAffx.C129000012_at,0.17336702,-0.17336702
PsAffx.C129000014_at,0.30482888,-0.30482888
PsAffx.C129000017_at,0.14633512,-0.14633512
PsAffx.C129000018_at,0.039155245,-0.039155126
PsAffx.C129000020_at,-0.09079504,0.0907948
PsAffx.C129000021_at,0,0
PsAffx.C129000022_at,-0.043308496,0.043308496
PsAffx.C129000023_at,-0.19531846,0.1953187
PsAffx.C129000024_at,-0.18753624,0.187536
PsAffx.C129000025_at,0.018884182,-0.018884182
PsAffx.C129000026_at,-0.09453821,0.09453821
PsAffx.C129000027_at,-0.02726984,0.027269602
PsAffx.C129000030_at,0.16617799,-0.16617799
PsAffx.C129000031_at,-0.12994385,0.12994385
PsAffx.C129000032_at,0.03309536,-0.03309536
PsAffx.C129000033_at,-0.18183756,0.18183756
PsAffx.C129000034_at,0.098510504,-0.098510265
PsAffx.C129000035_at,-0.0476079,0.0476079
PsAffx.C129000036_at,-0.085202456,0.085202456
PsAffx.C129000037_at,-0.13672495,0.13672495
PsAffx.C129000039_at,0.14696908,-0.14696932
PsAffx.C129000040_at,0.1543324,-0.1543324
PsAffx.C129000041_at,0.29755926,-0.2975595
PsAffx.C129000042_at,0,0
PsAffx.C129000043_at,-0.14696932,0.14696932
PsAffx.C129000044_at,0,0
PsAffx.C129000045_at,0,0
PsAffx.C129000047_at,0,0
PsAffx.C129000049_at,-0.11405754,0.11405754
PsAffx.C129000050_at,-0.04189372,0.04189396
PsAffx.C129000054_at,-0.07409477,0.07409477
PsAffx.C1290000002_at,-0.0257833,0.0257833
PsAffx.C1296000001_at,0.16125941,-0.16125941
PsAffx.C13000002_at,0,0
PsAffx.C13000004_at,-0.0476079,0.0476079
PsAffx.C13000005_at,0.21402788,-0.21402788
PsAffx.C13000007_at,0.26423836,-0.26423836
PsAffx.C13000010_at,-0.1019783,0.1019783
PsAffx.C13000014_at,-0.14050913,0.14050913
PsAffx.C13000015_at,0.10338616,-0.10338616
PsAffx.C13000019_at,0.2895143,-0.2895143
PsAffx.C13000021_at,-0.08291435,0.08291435
PsAffx.C13000023_at,-0.15504467,0.15504456
PsAffx.C13000025_at,-0.008206606,0.008206606
PsAffx.C13000026_at,-0.13672495,0.13672495
PsAffx.C13000027_at,-0.05035448,0.05035448
PsAffx.C13000030_at,0.17029476,-0.170295
PsAffx.C13000031_at,0,0
PsAffx.C13000032_at,0.09661484,-0.096615076
PsAffx.C13000033_at,0,0
PsAffx.C13000035_at,-0.10389185,0.10389185
PsAffx.C13000037_at,-0.272753,0.272753
PsAffx.C13000040_at,0.1019783,-0.1019783
PsAffx.C13000041_at,0.10441041,-0.10441041
PsAffx.C13000042_at,0.03967619,-0.03967619
PsAffx.C13000043_at,0.15476465,-0.15476465
PsAffx.C13000044_at,-0.13422966,0.13422966
PsAffx.C13000046_at,0.079662085,-0.079662085
PsAffx.C13000047_at,0.09936118,-0.09936118
PsAffx.C13000052_at,-0.13713002,0.13713002
PsAffx.C13000053_at,0.205966,-0.205966
PsAffx.C13000054_at,-0.079662085,0.079662085
PsAffx.C13000055_at,-0.12570918,0.1257093
PsAffx.C13000059_at,-0.05035448,0.050354242
PsAffx.C13000060_at,0.15939999,-0.15939999
PsAffx.C13000061_at,0.05278635,-0.05278635
PsAffx.C13000061_s_at,0.13852906,-0.13852906
PsAffx.C13000063_at,-0.18951154,0.1895113
PsAffx.C13000064_at,-0.08804989,0.08804989
PsAffx.C13000065_at,-0.003536701,0.003536701
PsAffx.C13000066_at,0.10847306,-0.10847306
PsAffx.C13000067_at,0.12570906,-0.12570906
PsAffx.C13000068_at,0.1019783,-0.1019783
PsAffx.C13000069_at,-0.15241885,0.15241885
PsAffx.C13000075_at,0.08240056,-0.08240056
PsAffx.C13000076_at,0.13199878,-0.13199878
PsAffx.C13000079_at,-0.04050684,0.04050684
PsAffx.C13000080_at,-0.09936142,0.09936142
PsAffx.C13000084_at,0.121555805,-0.121555805
PsAffx.C13000085_at,-0.085202456,0.08520222
PsAffx.C13000087_at,0.17612362,-0.17612362
PsAffx.C13000088_at,0,0
PsAffx.C13000089_at,0.1896708,-0.18967092
PsAffx.C13000090_at,-0.06769276,0.06769252
PsAffx.C13000091_at,0.09823179,-0.09823179
PsAffx.C13000092_at,0,0
PsAffx.C13000094_at,0.0909214,-0.09092116
PsAffx.C13000095_at,0.029416323,-0.029416561
PsAffx.C13000096_s_at,0,0
PsAffx.C13000097_at,0.0405066,-0.04050684
PsAffx.C13000098_at,0.082039595,-0.08203983
PsAffx.C13000100_at,-0.20222664,0.20222664
PsAffx.C13000101_at,0.027302742,-0.027302742
PsAffx.C13000104_at,-0.05723715,0.05723691
PsAffx.C13000105_at,0.07500887,-0.07500887
PsAffx.C13000107_at,0.08029103,-0.08029127
PsAffx.C13000108_at,0.117506266,-0.117506266
PsAffx.C13000109_at,0,0
PsAffx.C13000110_at,0.027504444,-0.027504444
PsAffx.C13000111_s_at,0.14279485,-0.14279461
PsAffx.C13000113_at,-0.04617977,0.04617977
PsAffx.C13000114_at,-0.09348774,0.09348774
PsAffx.C13000116_at,-0.076999426,0.076999426
PsAffx.C13000117_at,0.04900694,-0.04900694
PsAffx.C13000118_at,0.08240056,-0.08240032
PsAffx.C13000120_at,-0.09079504,0.09079528
PsAffx.C13000123_at,-0.029180765,0.029180765
PsAffx.C13000125_at,-0.039155006,0.039154768
PsAffx.C13000126_at,-0.050354242,0.050354242
PsAffx.C13000128_at,-0.15476465,0.15476465
PsAffx.C13000129_at,0.16152215,-0.16152239
PsAffx.C13000130_at,-0.2895143,0.2895143
PsAffx.C13000131_at,0.05162382,-0.05162382
PsAffx.C13000133_at,-0.21656847,0.21656847
PsAffx.C13000136_at,0,0
PsAffx.C13000137_at,-0.04617977,0.04617977
PsAffx.C13000140_at,-0.19228935,0.19228935
PsAffx.C13000141_at,0.15403605,-0.15403605
PsAffx.C130000005_at,0.17678523,-0.17678523
PsAffx.C130000008_at,0.09661484,-0.09661484
PsAffx.C130000009_at,0.16974545,-0.1697452
PsAffx.C130000011_at,0.16731238,-0.16731215
PsAffx.C130000012_at,-0.019391775,0.019391775
PsAffx.C130000017_at,0.08375859,-0.08375859
PsAffx.C130000019_at,0,0
PsAffx.C130000020_at,-0.05403495,0.05403495
PsAffx.C130000021_at,0.025226116,-0.025226116
PsAffx.C130000024_at,-0.16569066,0.1656909
PsAffx.C130000025_at,0,0
PsAffx.C130000026_at,0.085202456,-0.085202456
PsAffx.C130000027_at,-0.03784418,0.03784418
PsAffx.C130000030_at,0.05709791,-0.05709791
PsAffx.C130000031_at,0,0
PsAffx.C130000032_at,-0.025798798,0.025798798
PsAffx.C130000037_at,0.08698177,-0.08698177
PsAffx.C130000038_at,0.18648529,-0.18648553
PsAffx.C130000040_at,-0.11164522,0.11164522
PsAffx.C130000041_at,-0.16731262,0.16731238
PsAffx.C130000043_at,0,0
PsAffx.C130000044_at,-0.1543324,0.1543324
PsAffx.C130000045_at,-0.05289316,0.05289316
PsAffx.C130000046_at,0.14893532,-0.14893532
PsAffx.C130000047_at,-0.16294098,0.16294098
PsAffx.C130000049_at,-0.076752424,0.076752424
PsAffx.C131000001_at,-0.05278611,0.05278635
PsAffx.C131000002_at,-0.14279461,0.14279461
PsAffx.C131000003_at,-0.13542295,0.13542295
PsAffx.C131000006_at,0.03131318,-0.03131318
PsAffx.C131000007_at,0.13073206,-0.13073206
PsAffx.C131000017_at,-0.09092116,0.09092116
PsAffx.C131000018_at,-0.0952301,0.0952301
PsAffx.C131000020_at,-0.2170806,0.2170806
PsAffx.C131000021_at,0.055012703,-0.055012822
PsAffx.C131000022_s_at,-0.22373152,0.22373152
PsAffx.C131000025_at,-0.05607474,0.056074858
PsAffx.C131000026_s_at,0.12994385,-0.12994385
PsAffx.C131000027_at,-0.062086105,0.062086105
PsAffx.C131000028_at,-0.10441041,0.10441041
PsAffx.C131000029_at,-0.02726984,0.02726984
PsAffx.C131000030_at,-0.1469692,0.14696932
PsAffx.C131000032_at,0.19002342,-0.19002366
PsAffx.C131000033_at,0,0
PsAffx.C131000036_at,0.2788844,-0.27888417
PsAffx.C131000037_at,-0.025798798,0.025798798
PsAffx.C131000038_at,0.103214025,-0.10321379
PsAffx.C131000040_at,0.045310974,-0.045310974
PsAffx.C131000041_at,0,0
PsAffx.C1316000001_at,0,0
PsAffx.C20000118_s_at,-0.027800083,0.027800083
PsAffx.C132000001_at,-0.08520222,0.08520222
PsAffx.C132000002_at,-0.0476079,0.0476079
PsAffx.C132000006_at,-0.08805013,0.08805013
PsAffx.C132000008_at,0,0
PsAffx.C132000009_at,0,0
PsAffx.C132000014_at,0,0
PsAffx.C132000015_at,-0.14279461,0.14279461
PsAffx.C132000020_at,0.04900694,-0.04900694
PsAffx.C132000022_at,0.027504444,-0.027504444
PsAffx.C132000023_at,0.10659695,-0.10659695
PsAffx.C132000024_at,-0.05278635,0.05278635
PsAffx.C132000025_at,0.012246609,-0.012246609
PsAffx.C132000028_at,-0.09447813,0.09447813
PsAffx.C132000029_at,0.04050684,-0.04050684
PsAffx.C132000029_s_at,0.020816326,-0.020816326
PsAffx.C132000030_at,-0.0476079,0.0476079
PsAffx.C132000031_at,0.01973486,-0.01973486
PsAffx.C132000033_at,0,0
PsAffx.C132000035_at,0.13852906,-0.13852906
PsAffx.C132000036_at,0.18183756,-0.18183756
PsAffx.C132000039_at,0.12993217,-0.12993217
PsAffx.C132000040_at,-0.028252125,0.028252125
PsAffx.C1324000001_at,0.0476079,-0.0476079
PsAffx.C1324000001_s_at,-0.08291435,0.08291435
PsAffx.C1329000001_at,0.055865526,-0.055865288
PsAffx.C133000002_at,0.14279461,-0.14279461
PsAffx.C133000003_at,-0.19550037,0.19550037
PsAffx.C133000004_at,0.023941994,-0.023941994
PsAffx.C133000005_at,-0.08804989,0.08804989
PsAffx.C133000006_at,-0.034854174,0.034854174
PsAffx.C133000007_at,-0.14000964,0.1400094
PsAffx.C133000008_at,0.06624007,-0.06624007
PsAffx.C133000010_at,0.02575183,-0.02575183
PsAffx.C133000011_at,-0.05278635,0.05278635
PsAffx.C133000012_at,-0.104210615,0.104210615
PsAffx.C133000013_at,0.025752068,-0.025752068
PsAffx.C133000014_at,0.04189372,-0.04189372
PsAffx.C133000016_at,-0.07699931,0.07699919
PsAffx.C133000017_at,0,0
PsAffx.C133000018_at,0.14279461,-0.14279461
PsAffx.C133000019_s_at,0.18891406,-0.18891406
PsAffx.C133000024_at,0.039155245,-0.039155245
PsAffx.C133000025_at,0.13978148,-0.13978148
PsAffx.C133000026_at,-0.08309507,0.08309507
PsAffx.C133000027_at,-0.19314909,0.19314909
PsAffx.C133000028_at,-0.18958092,0.18958092
PsAffx.C133000029_at,0.05549097,-0.05549097
PsAffx.C133000032_at,0,0
PsAffx.C133000033_at,-0.23650694,0.23650694
PsAffx.C133000034_at,-0.15654588,0.15654564
PsAffx.C133000035_at,0.12994385,-0.12994385
PsAffx.C133000037_at,0.04760766,-0.0476079
PsAffx.C133000038_at,0.02149868,-0.02149868
PsAffx.C133000040_at,-0.13452864,0.13452864
PsAffx.C133000041_at,-0.063703775,0.063703775
PsAffx.C134000007_at,0.050464153,-0.050464153
PsAffx.C134000008_at,0.06526518,-0.06526518
PsAffx.C134000010_at,0.09811926,-0.09811902
PsAffx.C134000013_at,-0.15098524,0.15098524
PsAffx.C134000014_at,-0.09092116,0.09092116
PsAffx.C134000015_at,-0.011468172,0.011468172
PsAffx.C134000016_at,-0.08804989,0.08804989
PsAffx.C134000017_at,0.08804989,-0.08804989
PsAffx.C134000020_at,0.04617977,-0.04617977
PsAffx.C134000021_at,-0.021794558,0.021794558
PsAffx.C134000023_at,-0.02793169,0.02793169
PsAffx.C134000024_at,-0.104210615,0.104210615
PsAffx.C134000030_at,-0.07675266,0.07675266
PsAffx.C134000032_at,0.13864183,-0.13864183
PsAffx.C134000033_at,0,0
PsAffx.C134000034_at,0.05549097,-0.05549097
PsAffx.C134000037_at,-0.18183768,0.18183768
PsAffx.C134000038_at,0.025226116,-0.025225878
PsAffx.C134000039_at,-0.025799036,0.025799036
PsAffx.C134000040_at,-0.15939999,0.15939999
PsAffx.C134000041_at,0,0
PsAffx.C134000042_at,-0.13332939,0.13332939
PsAffx.C134000043_at,0.10768843,-0.10768843
PsAffx.C134000045_at,0.10058141,-0.10058129
PsAffx.C134000052_at,0.053810477,-0.053810477
PsAffx.C134000055_at,0.16617799,-0.16617799
PsAffx.C134000056_at,0.022188902,-0.02218914
PsAffx.C134000060_s_at,0.022189379,-0.022189379
PsAffx.C135000005_at,-0.1701963,0.17019653
PsAffx.C135000006_at,0.24744987,-0.24745
PsAffx.C135000007_at,-0.18958092,0.18958092
PsAffx.C135000009_at,-0.04189372,0.0418936
PsAffx.C135000014_at,0.13427186,-0.13427186
PsAffx.C135000017_at,0.1648643,-0.1648643
PsAffx.C135000018_at,-0.054662466,0.054662466
PsAffx.C135000020_at,0.043308496,-0.043308496
PsAffx.C135000021_at,-0.04039955,0.04039955
PsAffx.C135000022_s_at,-0.25359416,0.25359416
PsAffx.C135000023_at,-0.055309296,0.055309296
PsAffx.C135000024_at,-0.17343307,0.17343307
PsAffx.C135000025_at,-0.1316719,0.1316719
PsAffx.C135000028_at,-0.16125941,0.16125941
PsAffx.C135000030_at,-0.13852906,0.13852906
PsAffx.C135000033_at,-0.13898563,0.13898563
PsAffx.C135000034_at,0.09092116,-0.09092116
PsAffx.C135000035_at,-0.07227445,0.07227445
PsAffx.C135000037_at,0.09092116,-0.09092116
PsAffx.C135000039_at,-0.04617977,0.04617977
PsAffx.C136000002_s_at,-0.055309296,0.055309534
PsAffx.C136000003_s_at,-0.06586075,0.06586075
PsAffx.C136000004_at,0.11597681,-0.11597681
PsAffx.C136000005_at,0.026987553,-0.026987553
PsAffx.C136000008_at,-0.18701601,0.18701601
PsAffx.C136000010_at,0.19859338,-0.19859314
PsAffx.C136000011_at,-0.05278635,0.05278635
PsAffx.C136000013_s_at,-0.040647745,0.040647745
PsAffx.C136000016_at,-0.10441041,0.10441041
PsAffx.C136000017_at,0.19859314,-0.19859314
PsAffx.C136000018_at,0.0824008,-0.08240056
PsAffx.C136000019_at,-0.04189372,0.04189372
PsAffx.C136000020_at,0.10220981,-0.10220981
PsAffx.C136000021_at,-0.17045069,0.17045069
PsAffx.C136000023_at,0.117506266,-0.117506266
PsAffx.C136000024_at,0.085202456,-0.085202456
PsAffx.C136000025_at,-0.18944216,0.18944216
PsAffx.C136000026_at,-0.025903702,0.025903702
PsAffx.C136000027_at,0.20833993,-0.20834017
PsAffx.C136000030_at,-0.08805013,0.08805013
PsAffx.C136000031_at,0,0
PsAffx.C136000032_at,-0.1109097,0.11090994
PsAffx.C136000034_at,0.1666739,-0.16667366
PsAffx.C136000036_at,-0.04050684,0.0405066
PsAffx.C136000037_at,0.23084474,-0.23084474
PsAffx.C136000041_at,-0.0951817,0.0951817
PsAffx.C136000042_at,-0.11471844,0.11471844
PsAffx.C136000044_at,0.04617977,-0.04617977
PsAffx.C136000045_at,0.073720455,-0.073720455
PsAffx.C136000046_at,-0.12994397,0.12994385
PsAffx.C136000046_s_at,0.093660116,-0.093660116
PsAffx.C136000047_at,-0.24161553,0.24161553
PsAffx.C136000048_at,-0.20265245,0.20265245
PsAffx.C136000050_at,-0.09378767,0.09378767
PsAffx.C136000051_at,0.10197806,-0.10197806
PsAffx.C136000054_at,0,0
PsAffx.C136000056_at,-0.19294524,0.19294524
PsAffx.C136000058_at,-0.23133612,0.23133612
PsAffx.C1365000001_at,-0.13852906,0.13852906
PsAffx.C137000003_at,-0.04617977,0.046179533
PsAffx.C137000004_at,0.14972258,-0.14972258
PsAffx.C137000005_at,0,0
PsAffx.C137000006_at,0.0476079,-0.0476079
PsAffx.C137000007_at,-0.08291435,0.08291435
PsAffx.C137000008_at,0.048190594,-0.048190594
PsAffx.C137000009_at,-0.121555805,0.121555805
PsAffx.C137000010_at,-0.040647745,0.040647745
PsAffx.C137000011_at,-0.1019783,0.1019783
PsAffx.C137000013_at,0,0
PsAffx.C137000014_at,0.087525606,-0.087525845
PsAffx.C137000015_at,0,0
PsAffx.C137000016_at,0.10894203,-0.10894203
PsAffx.C137000017_at,0.03657794,-0.03657794
PsAffx.C137000018_at,-0.050354242,0.050354242
