geneID,Mt_Mapped_count,Mt_RPKM,H2O_Mapped_count,H2O_RPKM,NaCl_Mapped_count,NaCl_RPKM,Na&Mt_Mapped_count,Na&Mt_RPKM
Glyma16g31380.1|PACid:16303506,21,0.383,55,0.997,30,0.439,80,0.904
Glyma16g31390.1|PACid:16303507,0,0,2,0,0,0,0,0
Glyma16g31420.1|PACid:16303510,0,0,1,0,0,0,0,0
Glyma16g31430.1|PACid:16303511,0,0,8,0.13,4,0.052,4,0.041
Glyma16g31440.1|PACid:16303512,0,0,2,0.035,1,0.014,2,0
Glyma16g31490.1|PACid:16303517,2,0,20,0.225,9,0.082,14,0.098
Glyma16g31510.1|PACid:16303519,1,0,11,0.157,3,0.035,5,0.045
Glyma16g31530.1|PACid:16303521,2,0,5,0.208,4,0.134,8,0.208
Glyma16g31550.1|PACid:16303523,0,0,1,0,0,0,3,0
Glyma16g31600.1|PACid:16303528,0,0,12,0.218,5,0,3,0
Glyma16g31610.1|PACid:16303529,1,0,0,0,0,0,0,0
Glyma16g31620.1|PACid:16303530,2,0,5,0.056,1,0.009,2,0.014
Glyma16g31630.1|PACid:16303531,0,0,1,0,0,0,8,0.181
Glyma16g31700.1|PACid:16303538,0,0,6,0.081,4,0.044,4,0
Glyma16g31720.1|PACid:16303540,0,0,3,0,2,0,2,0
Glyma16g31730.1|PACid:16303541,5,0.036,29,0.209,8,0.046,14,0.063
Glyma16g31760.1|PACid:16303544,5,0,24,0.347,19,0.222,24,0.216
Glyma16g31790.1|PACid:16303547,0,0,2,0,2,0,2,0
Glyma16g31800.1|PACid:16303548,0,0,11,0.144,3,0,3,0
Glyma16g31820.1|PACid:16303550,3,0,0,0,0,0,2,0
Glyma16g31850.1|PACid:16303553,1,0,6,0,1,0,5,0.039
Glyma16g31860.1|PACid:16303554,126,2.472,60,1.172,69,1.087,80,0.974
Glyma16g31900.1|PACid:16303558,26,1.113,18,0.767,27,0.928,17,0.452
Glyma16g31920.1|PACid:16303560,22,1.827,11,0.909,13,0.867,20,1.03
Glyma16g31930.1|PACid:16303561,46,1.967,89,3.787,213,7.314,110,2.918
Glyma16g31950.1|PACid:16303563,47,1.158,9,0.221,19,0.376,29,0.443
Glyma16g31950.2|PACid:16303564,54,1.363,7,0.176,34,0.689,29,0.454
Glyma16g31960.1|PACid:16303565,2,0,0,0,4,0,0,0
Glyma16g31980.1|PACid:16303567,69,2.325,92,3.086,142,3.843,164,3.429
Glyma16g31980.2|PACid:16303568,82,2.764,109,3.656,143,3.87,203,4.245
Glyma16g31980.3|PACid:16303569,73,2.46,104,3.488,147,3.979,214,4.475
Glyma16g31990.1|PACid:16303570,121,7.703,124,7.856,114,5.828,211,8.334
Glyma16g31990.2|PACid:16303571,47,3.06,87,5.637,77,4.026,116,4.686
Glyma16g31990.3|PACid:16303572,65,4.232,67,4.341,85,4.444,140,5.655
Glyma16g32000.1|PACid:16303573,0,0,0,0,0,0,1,0
Glyma16g32010.1|PACid:16303574,0,0,10,0.22,0,0,84,1.153
Glyma16g32030.1|PACid:16303576,92,1.924,26,0.541,64,1.075,70,0.908
Glyma16g32050.1|PACid:16303578,231,4.866,88,1.845,170,2.876,128,1.673
Glyma16g32070.1|PACid:16303580,240,7.88,627,20.487,356,9.387,826,16.826
Glyma16g32080.1|PACid:16303581,2,0,0,0,0,0,2,0
Glyma16g32080.2|PACid:16303582,0,0,1,0,1,0,0,0
Glyma16g32090.1|PACid:16303583,270,6.126,172,3.884,222,4.045,320,4.505
Glyma16g32120.1|PACid:16303586,154,5.463,108,3.813,203,5.784,150,3.302
Glyma16g32130.1|PACid:16303587,356,5.49,910,13.966,336,4.162,1349,12.908
Glyma16g32150.1|PACid:16303589,313,10.868,284,9.814,303,8.45,564,12.151
Glyma16g32160.1|PACid:16303590,338,16.137,251,11.926,656,25.153,612,18.129
Glyma16g32180.1|PACid:16303592,649,12.956,13,0,21,0.337,9,0
Glyma16g32210.1|PACid:16303596,111,2.17,51,0.992,123,1.932,129,1.565
Glyma16g32220.1|PACid:16303597,171,5.296,171,5.27,173,4.303,219,4.208
Glyma16g32230.1|PACid:16303598,13,0.514,4,0.157,2,0,3,0
Glyma16g32240.1|PACid:16303599,116,6.097,144,7.532,148,6.248,214,6.979
Glyma16g32240.2|PACid:16303600,30,2.247,44,3.279,42,2.526,48,2.23
Glyma16g32250.1|PACid:16303601,1005,13.791,922,12.591,840,9.258,1338,11.392
Glyma16g32250.2|PACid:16303602,349,15.932,337,15.31,282,10.339,584,16.541
Glyma16g32260.1|PACid:16303603,1610,21.602,2028,27.08,2126,22.909,2748,22.877
Glyma16g32270.1|PACid:16303604,133,5.255,67,2.635,197,6.251,176,4.315
Glyma16g32270.2|PACid:16303605,138,5.99,80,3.456,270,9.412,154,4.147
Glyma16g32270.3|PACid:16303606,117,4.655,82,3.247,193,6.167,189,4.666
Glyma16g32280.1|PACid:16303607,692,25.745,547,20.252,580,17.329,727,16.781
Glyma16g32280.2|PACid:16303608,654,26.86,513,20.967,592,19.526,811,20.666
Glyma16g32290.1|PACid:16303609,1534,49.514,1003,32.218,1270,32.922,1902,38.09
Glyma16g32290.2|PACid:16303610,917,32.232,614,21.477,709,20.014,1020,22.244
Glyma16g32300.1|PACid:16303611,9,0,0,0,1,0,0,0
Glyma16g32320.1|PACid:16303613,18,0.267,29,0.428,36,0.429,35,0.322
Glyma16g32330.1|PACid:16303614,0,0,0,0,0,0,2,0
Glyma16g32340.1|PACid:16303615,142,5.874,320,13.173,248,8.239,441,11.319
Glyma16g32350.1|PACid:16303616,2,0.171,2,0.17,4,0.275,6,0.318
Glyma16g32360.1|PACid:16303617,670,21.034,929,29.024,1703,42.937,1556,30.308
Glyma16g32360.2|PACid:16303618,367,12.591,449,15.33,762,20.995,800,17.029
Glyma16g32360.3|PACid:16303619,363,14.294,455,17.83,831,26.279,776,18.958
Glyma16g32370.1|PACid:16303620,415,11.111,478,12.735,489,10.514,802,13.322
Glyma16g32390.1|PACid:16303622,501,11.061,488,10.722,650,11.525,806,11.041
Glyma16g32400.1|PACid:16303623,587,27.566,534,24.956,951,35.867,956,27.855
Glyma16g32420.1|PACid:16303625,233,5.124,116,2.539,223,3.939,202,2.756
Glyma16g32440.1|PACid:16303627,15,1.521,284,28.66,38,3.095,351,22.083
Glyma16g32470.1|PACid:16303630,102,2.085,74,1.505,34,0.558,144,1.826
Glyma16g32480.1|PACid:16303631,148,3.727,209,5.238,250,5.056,382,5.969
Glyma16g32480.2|PACid:16303632,127,3.361,125,3.292,218,4.633,222,3.645
Glyma16g32490.1|PACid:16303633,131,5.933,2,0,0,0,43,1.208
Glyma16g32500.1|PACid:16303634,510,8.788,82,1.406,83,1.149,103,1.101
Glyma16g32510.1|PACid:16303635,98,4.679,152,7.222,146,5.598,198,5.865
Glyma16g32510.2|PACid:16303636,85,4.058,94,4.466,140,5.368,146,4.325
Glyma16g32510.3|PACid:16303637,113,5.395,113,5.369,113,4.333,178,5.273
Glyma16g32510.4|PACid:16303638,78,3.724,135,6.414,144,5.521,182,5.391
Glyma16g32510.5|PACid:16303639,36,2.384,43,2.834,70,3.724,55,2.26
Glyma16g32530.1|PACid:16303641,369,12.22,247,8.141,232,6.17,487,10.007
Glyma16g32540.1|PACid:16303642,107,5.173,413,19.872,434,16.852,307,9.209
Glyma16g32550.1|PACid:16303643,34,1.015,45,1.336,7,0,117,2.166
Glyma16g32560.1|PACid:16303644,186,6.681,373,13.334,301,8.683,372,8.291
Glyma16g32580.1|PACid:16303646,8,0,2,0,0,0,2,0
Glyma16g32600.2|PACid:16303649,2,0,0,0,0,0,0,0
Glyma16g32610.2|PACid:16303652,6,0.358,0,0,0,0,0,0
Glyma16g32620.1|PACid:16303653,14,0.649,3,0,12,0.447,10,0
Glyma16g32640.1|PACid:16303655,186,3.045,412,6.712,325,4.273,372,3.778
Glyma16g32650.1|PACid:16303656,370,12.01,413,13.342,523,13.634,681,13.715
Glyma16g32660.1|PACid:16303657,522,7.728,1,0,0,0,0,0
Glyma16g32680.1|PACid:16303659,4,0.056,2,0.028,2,0.023,0,0
Glyma16g32690.1|PACid:16303660,0,0,3,0,3,0.146,5,0.188
Glyma16g32700.1|PACid:16303661,2,0.051,4,0.102,0,0,3,0.048
Glyma16g32710.1|PACid:16303662,117,1.579,179,2.404,88,0.954,246,2.06
Glyma16g32720.1|PACid:16303663,0,0,2,0,0,0,0,0
Glyma16g32730.1|PACid:16303664,1094,18.089,1520,25.012,896,11.898,1672,17.153
Glyma16g32740.1|PACid:16303665,425,25.631,372,22.326,1678,81.273,2149,80.411
Glyma16g32750.1|PACid:16303666,6,0,6,0,2,0,12,0
Glyma16g32760.1|PACid:16303667,634,22.353,799,28.035,689,19.509,1116,24.413
Glyma16g32800.1|PACid:16303671,43,0,13,0,40,0,21,0
Glyma16g32810.1|PACid:16303672,747,75.084,269,26.908,931,75.154,555,34.612
Glyma16g32820.1|PACid:16303673,64,2.072,87,2.803,77,2.002,144,2.892
Glyma16g32830.1|PACid:16303674,327,3.71,112,1.265,117,1.066,104,0.732
Glyma16g32840.1|PACid:16303675,129,3.528,124,3.375,196,4.305,203,3.444
Glyma16g32860.1|PACid:16303677,229,5.066,217,4.777,226,4.015,328,4.502
Glyma16g32880.1|PACid:16303679,66,1.784,87,2.34,63,1.367,110,1.844
Glyma16g32890.1|PACid:16303680,511,4.041,460,3.62,558,3.544,646,3.17
Glyma16g32900.1|PACid:16303681,1076,46.702,959,41.423,1887,65.777,1677,45.161
Glyma16g32910.1|PACid:16303682,962,40.978,752,31.878,1171,40.06,1270,33.565
Glyma16g32930.1|PACid:16303683,20,0,8,0,18,0.479,16,0
Glyma16g32940.1|PACid:16303684,370,12.148,747,24.408,695,18.326,1072,21.838
Glyma16g32950.1|PACid:16303685,71,4.786,177,11.873,286,15.482,303,12.671
Glyma16g32960.1|PACid:16303686,156,4.008,406,10.381,116,2.393,206,3.284
Glyma16g32970.1|PACid:16303687,234,3.729,92,1.459,94,1.203,67,0.662
Glyma16g32980.1|PACid:16303688,88,1.7,90,1.731,140,2.173,96,1.151
Glyma16g32990.1|PACid:16303689,1117,43.683,1631,63.477,1992,62.564,2434,59.059
Glyma16g33000.1|PACid:16303690,7,0.441,0,0,0,0,4,0.156
Glyma16g33010.1|PACid:16303691,477,7.979,184,3.063,57,0.766,350,3.633
Glyma16g33030.1|PACid:16303693,10839,428.274,3427,134.756,11393,361.531,11921,292.246
Glyma16g33040.1|PACid:16303694,64,5.473,146,12.424,68,4.67,336,17.827
Glyma16g33050.1|PACid:16303695,69,7.986,40,4.607,71,6.6,106,7.612
Glyma16g33060.1|PACid:16303696,543,14.173,889,23.092,1536,32.198,1507,24.405
Glyma16g33070.1|PACid:16303697,57,4.986,33,2.873,145,10.186,54,2.931
Glyma16g33080.1|PACid:16303698,330,5.48,245,4.049,233,3.108,348,3.586
Glyma16g33100.1|PACid:16303700,233,4.211,182,3.274,242,3.513,298,3.342
Glyma16g33110.1|PACid:16303701,69,1.512,65,1.417,105,1.848,113,1.536
Glyma16g33130.1|PACid:16303703,0,0,0,0,1,0,0,0
Glyma16g33140.1|PACid:16303704,9,0.423,0,0,0,0,0,0
Glyma16g33150.1|PACid:16303705,67,0.977,17,0.247,66,0.773,49,0.443
Glyma16g33160.1|PACid:16303706,161,9.412,117,6.807,191,8.968,204,7.4
Glyma16g33160.2|PACid:16303707,186,10.874,125,7.273,224,10.517,221,8.016
Glyma16g33170.1|PACid:16303708,28,0.631,8,0,36,0.651,21,0.294
Glyma16g33180.1|PACid:16303709,0,0,0,0,3,0,0,0
Glyma16g33190.1|PACid:16303710,6,0,7,0,7,0,2,0
Glyma16g33200.1|PACid:16303711,151,9.302,171,10.484,209,10.34,245,9.365
Glyma16g33210.1|PACid:16303712,163,7.075,201,8.682,237,8.261,244,6.571
Glyma16g33220.1|PACid:16303713,151,4.944,145,4.724,154,4.049,309,6.277
Glyma16g33220.2|PACid:16303714,119,4.107,121,4.156,170,4.712,232,4.968
Glyma16g33220.3|PACid:16303715,8,1.58,9,1.769,7,0,11,1.348
Glyma16g33230.1|PACid:16303716,2351,113.667,1823,87.714,2180,84.647,3031,90.923
Glyma16g33240.1|PACid:16303717,894,43.407,581,28.073,510,19.887,804,24.22
Glyma16g33250.1|PACid:16303718,12,0.442,3,0,7,0,9,0
Glyma16g33260.1|PACid:16303719,51,3.265,34,2.166,24,1.234,47,1.867
Glyma16g33270.1|PACid:16303720,28,1.188,12,0.507,2,0,40,1.053
Glyma16g33280.1|PACid:16303721,1571,67.421,2024,86.443,1790,61.695,3848,102.461
Glyma16g33300.1|PACid:16303723,2002,28.462,1879,26.584,2103,24.011,2773,24.46
Glyma16g33310.1|PACid:16303724,2,0,0,0,0,0,0,0
Glyma16g33320.1|PACid:16303725,134,4.529,89,2.994,190,5.158,173,3.628
Glyma16g33330.1|PACid:16303726,14,0.473,0,0,4,0.109,2,0
Glyma16g33340.1|PACid:16303727,244,8.421,469,16.109,1024,28.384,597,12.784
Glyma16g33350.1|PACid:16303728,357,5.929,776,12.825,1142,15.231,883,9.098
Glyma16g33360.1|PACid:16303729,0,0,0,0,2,0,1,0
Glyma16g33370.1|PACid:16303730,168,7.825,275,12.748,249,9.315,424,12.254
Glyma16g33370.2|PACid:16303731,163,7.592,276,12.794,235,8.791,499,14.421
Glyma16g33370.3|PACid:16303732,197,9.176,282,13.072,279,10.437,503,14.537
Glyma16g33380.1|PACid:16303733,1754,36.213,1583,32.525,1382,22.915,1854,23.749
Glyma16g33390.1|PACid:16303734,70,1.106,134,2.108,213,2.704,200,1.961
Glyma16g33430.1|PACid:16303738,875,19.025,3578,77.421,698,12.189,5038,67.964
Glyma16g33470.1|PACid:16303742,982,16.167,955,15.647,1744,23.059,1877,19.173
Glyma16g33480.1|PACid:16303743,36,1.179,15,0.489,59,1.551,33,0.67
Glyma16g33490.1|PACid:16303744,369,5.352,671,9.686,502,5.848,912,8.207
Glyma16g33500.1|PACid:16303745,41,0.81,62,1.219,49,0.777,64,0.784
Glyma16g33510.1|PACid:16303746,541,14.552,1321,35.361,2385,51.521,1376,22.964
Glyma16g33520.1|PACid:16303747,658,19.533,500,14.771,476,11.348,909,16.742
Glyma16g33550.1|PACid:16303750,114,2.871,158,3.96,138,2.791,169,2.641
Glyma16g33550.2|PACid:16303751,9,0.489,13,0.703,17,0.741,13,0.438
Glyma16g33560.1|PACid:16303752,18,0.497,8,0.22,21,0.466,19,0.325
Glyma16g33570.1|PACid:16303753,51,2.644,51,2.632,48,1.999,73,2.348
Glyma16g33570.2|PACid:16303754,12,0.76,22,1.386,26,1.322,30,1.178
Glyma16g33580.1|PACid:16303755,149,1.948,362,4.709,163,1.711,405,3.284
Glyma16g33590.1|PACid:16303756,43,0.347,54,0.433,46,0.298,98,0.49
Glyma16g33600.1|PACid:16303757,1,0,5,0.212,5,0,2,0
Glyma16g33610.1|PACid:16303758,466,6.231,524,6.972,645,6.926,691,5.732
Glyma16g33630.1|PACid:16303760,87,2.245,55,1.413,110,2.28,114,1.825
Glyma16g33630.2|PACid:16303761,26,0.922,23,0.812,31,0.883,34,0.748
Glyma16g33650.1|PACid:16303763,182,4.895,121,3.239,150,3.24,224,3.738
Glyma16g33660.1|PACid:16303764,1081,9.37,1169,10.084,1350,9.397,1472,7.916
Glyma16g33660.2|PACid:16303765,7,0.691,4,0.393,5,0.397,3,0.184
Glyma16g33660.3|PACid:16303766,17,2.008,1,0,4,0,5,0
Glyma16g33680.1|PACid:16303768,51,0.647,146,1.844,272,2.772,201,1.582
Glyma16g33690.1|PACid:16303769,151,3.204,269,5.681,265,4.516,395,5.2
Glyma16g33710.1|PACid:16303770,1907,101.635,615,32.619,1778,76.102,2232,73.806
Glyma16g33730.1|PACid:16303772,24,0.517,19,0.407,35,0.605,32,0.428
Glyma16g33750.1|PACid:16303774,13,0.31,0,0,0,0,0,0
Glyma16g33780.1|PACid:16303777,3,0,2,0,0,0,1,0
Glyma16g33790.1|PACid:16303778,0,0,0,0,1,0,0,0
Glyma16g33800.1|PACid:16303779,391,21.855,8,0.445,7,0.314,358,12.415
Glyma16g33810.1|PACid:16303780,30,2.277,65,4.909,33,2.011,52,2.448
Glyma16g33820.1|PACid:16303781,96,21.154,123,26.973,98,17.343,137,18.731
Glyma16g33830.1|PACid:16303782,174,9.87,342,19.307,438,19.954,491,17.281
Glyma16g33840.1|PACid:16303783,1583,25.802,3916,63.521,1640,21.468,4045,40.907
Glyma16g33850.1|PACid:16303784,208,6.714,160,5.14,183,4.744,242,4.846
Glyma16g33860.1|PACid:16303785,679,9.605,340,4.787,614,6.976,646,5.67
Glyma16g33870.1|PACid:16303786,973,34.2,859,30.047,750,21.171,1437,31.338
Glyma16g33880.1|PACid:16303787,1153,25.956,906,20.297,762,13.777,1459,20.378
Glyma16g33890.1|PACid:16303788,385,12.427,395,12.688,323,8.373,757,15.16
Glyma16g33900.1|PACid:16303789,169,5.234,265,8.167,228,5.671,372,7.148
Glyma16g33910.1|PACid:16303790,70,0.738,86,0.902,86,0.728,142,0.929
Glyma16g33910.2|PACid:16303791,77,0.863,82,0.915,110,0.99,155,1.078
Glyma16g33910.3|PACid:16303792,4,0.063,4,0.062,3,0.038,3,0.029
Glyma16g33920.1|PACid:16303793,8,0.107,23,0.307,28,0.302,64,0.533
Glyma16g33930.1|PACid:16303794,19,0.244,87,1.113,46,0.475,93,0.742
Glyma16g33940.1|PACid:16303795,7,0.096,31,0.421,32,0.351,28,0.237
Glyma16g33950.1|PACid:16303796,113,1.171,314,3.237,235,1.955,258,1.658
Glyma16g33980.1|PACid:16303799,67,0.945,78,1.095,40,0.453,124,1.086
Glyma16g34000.1|PACid:16303801,10,0.129,10,0.129,12,0.125,12,0.096
Glyma16g34010.1|PACid:16303802,49,5.347,64,6.951,55,4.82,73,4.943
Glyma16g34030.1|PACid:16303804,381,4.134,713,7.699,661,5.76,1021,6.874
Glyma16g34060.1|PACid:16303807,438,18.939,526,22.634,257,8.925,760,20.389
Glyma16g34060.2|PACid:16303808,173,7.993,212,9.748,141,5.232,364,10.435
Glyma16g34070.1|PACid:16303809,1363,21.191,957,14.807,1441,17.993,1431,13.804
Glyma16g34090.1|PACid:16303811,221,2.382,779,8.354,308,2.666,880,5.884
Glyma16g34100.1|PACid:16303812,123,4.145,489,16.401,284,7.687,645,13.487
Glyma16g34110.1|PACid:16303813,44,0.592,29,0.388,31,0.335,41,0.342
Glyma16g34120.1|PACid:16303814,736,36.667,567,28.112,642,25.687,988,30.54
Glyma16g34130.1|PACid:16303815,0,0,0,0,4,0,6,0.163
Glyma16g34140.1|PACid:16303816,3,0,2,0,4,0,3,0
Glyma16g34150.1|PACid:16303817,315,12.62,153,6.1,250,8.044,103,2.56
Glyma16g34180.1|PACid:16303819,1387,36.285,2241,58.344,2134,44.836,3499,56.794
Glyma16g34190.1|PACid:16303820,174,5.275,117,3.53,145,3.53,159,2.99
Glyma16g34210.1|PACid:16303822,328,11.529,3,0,21,0.593,4,0.087
Glyma16g34210.2|PACid:16303823,19,2.054,0,0,1,0,1,0
Glyma16g34220.2|PACid:16303825,0,0,0,0,2,0,0,0
Glyma16g34250.1|PACid:16303828,42,1.75,7,0,2,0,8,0
Glyma16g34270.1|PACid:16303830,27,1.106,6,0,4,0,6,0
Glyma16g34280.1|PACid:16303831,137,4.131,980,29.409,582,14.094,1120,20.954
Glyma16g34290.1|PACid:16303832,135,1.698,18,0.225,28,0.283,24,0.187
Glyma16g34300.1|PACid:16303833,3648,39.659,2280,24.667,2532,22.107,3216,21.693
Glyma16g34310.1|PACid:16303834,91,4.381,0,0,0,0,15,0.448
Glyma16g34320.1|PACid:16303835,307,9.533,277,8.56,339,8.454,485,9.344
Glyma16g34330.1|PACid:16303836,66,4.178,73,4.599,185,9.406,131,5.145
Glyma16g34340.1|PACid:16303837,66,1.582,206,4.914,255,4.909,219,3.257
Glyma16g34350.1|PACid:16303838,38,0.606,5,0,33,0.422,6,0
Glyma16g34360.1|PACid:16303839,982,24.303,1231,30.319,837,16.636,2269,34.841
Glyma16g34370.1|PACid:16303840,2019,29.929,1543,22.762,1497,17.822,1980,18.21
Glyma16g34380.1|PACid:16303841,6,0,14,0,3,0,6,0
Glyma16g34390.1|PACid:16303842,252,3.804,579,8.699,426,5.165,1042,9.76
Glyma16g34420.1|PACid:16303845,89,1.428,393,6.277,110,1.418,536,5.337
Glyma16g34430.1|PACid:16303846,516,7.99,423,6.518,440,5.472,588,5.649
Glyma16g34450.1|PACid:16303848,4476,102.577,1763,40.208,3527,64.914,4649,66.103
Glyma16g34460.1|PACid:16303849,79,1.825,102,2.345,142,2.635,146,2.093
Glyma16g34470.1|PACid:16303850,198,3.973,54,1.078,42,0.677,79,0.984
Glyma16g34470.2|PACid:16303851,148,3.17,45,0.959,28,0.482,52,0.691
Glyma16g34480.1|PACid:16303852,235,13.6,257,14.801,287,13.339,395,14.183
Glyma16g34490.1|PACid:16303853,80,3.901,113,5.483,57,2.232,163,4.931
Glyma16g34500.1|PACid:16303854,2738,53.356,2114,40.998,2309,36.137,3563,43.08
Glyma16g34510.1|PACid:16303855,1299,12.614,1082,10.456,1443,11.254,1464,8.821
Glyma16g34520.1|PACid:16303856,507,4.927,684,6.616,873,6.814,1008,6.078
Glyma16g34560.1|PACid:16303860,490,17.491,812,28.846,1441,41.311,1223,27.087
Glyma16g34560.2|PACid:16303861,100,4.459,220,9.762,388,13.893,422,11.674
Glyma16g34560.3|PACid:16303862,82,4.919,104,6.209,263,12.671,273,10.162
Glyma16g34570.1|PACid:16303863,3621,128.457,2643,93.309,11922,339.666,8709,191.69
Glyma16g34580.1|PACid:16303864,10,0.391,10,0.389,6,0.188,6,0.146
Glyma16g34590.1|PACid:16303865,11,0,1,0,4,0,3,0
Glyma16g34610.1|PACid:16303866,420,4.784,385,4.364,610,5.58,557,3.936
Glyma16g34620.1|PACid:16303867,565,12.845,215,4.865,764,13.95,604,8.52
Glyma16g34630.1|PACid:16303868,218,5.419,12,0.297,25,0.499,56,0.864
Glyma16g34660.1|PACid:16303871,140,11.625,217,17.931,158,10.536,260,13.395
Glyma16g34680.1|PACid:16303873,565,15.525,8,0.219,16,0.353,74,1.262
Glyma16g34700.1|PACid:16303875,105,4.523,37,1.586,27,0.934,42,1.123
Glyma16g34710.1|PACid:16303876,169,10.818,159,10.129,206,10.591,210,8.341
Glyma16g34710.2|PACid:16303877,83,5.661,72,4.887,91,4.985,86,3.639
Glyma16g34720.1|PACid:16303878,48,2.361,217,10.62,24,0.948,185,5.645
Glyma16g34740.1|PACid:16303880,620,22.132,213,7.567,412,11.811,662,14.662
Glyma16g34750.1|PACid:16303881,446,18.122,580,23.454,534,17.426,827,20.849
Glyma16g34760.1|PACid:16303882,90,1.584,59,1.033,101,1.428,75,0.819
Glyma16g34770.1|PACid:16303883,569,17.294,243,7.35,313,7.64,471,8.882
Glyma16g34780.1|PACid:16303884,2,0,0,0,2,0,2,0
Glyma16g34790.1|PACid:16303885,1172,18.123,1039,15.989,1476,18.33,1486,14.257
Glyma16g34800.1|PACid:16303886,116,6.58,150,8.468,156,7.107,228,8.024
Glyma16g34810.1|PACid:16303887,8,0.475,12,0.709,14,0.668,21,0.774
Glyma16g34820.1|PACid:16303888,169,2.161,111,1.413,162,1.664,133,1.055
Glyma16g34820.2|PACid:16303889,40,1.007,35,0.877,61,1.234,57,0.891
Glyma16g34840.1|PACid:16303891,27,1.48,166,9.057,25,1.101,99,3.368
Glyma16g34850.1|PACid:16303892,537,14.145,789,20.683,616,13.032,1185,19.367
Glyma16g34850.2|PACid:16303893,309,8.987,491,14.211,344,8.035,585,10.556
Glyma1784s00200.1|PACid:16303895,584,32.069,1113,60.824,1388,61.213,1651,56.251
Glyma17g00230.1|PACid:16303899,407,10.846,337,8.937,447,9.566,693,11.458
Glyma17g00250.1|PACid:16303901,247,24.19,193,18.811,277,21.787,357,21.693
Glyma17g00250.2|PACid:16303902,110,14.323,98,12.699,93,9.725,158,12.765
Glyma17g00260.1|PACid:16303903,1981,37.458,2301,43.299,2668,40.515,3233,37.929
Glyma17g00280.1|PACid:16303905,147,2.406,161,2.623,214,2.813,187,1.899
Glyma17g00310.1|PACid:16303906,96,1.291,108,1.445,113,1.221,158,1.318
Glyma17g00310.2|PACid:16303907,122,1.709,94,1.31,104,1.17,164,1.425
Glyma17g00320.1|PACid:16303908,1822,65.242,1686,60.081,2205,63.411,3113,69.161
Glyma17g00330.1|PACid:16303909,1294,53.918,1372,56.892,1770,59.231,2084,53.876
Glyma17g00350.1|PACid:16303911,317,6.263,412,8.1,427,6.775,372,4.56
Glyma17g00440.1|PACid:16303914,421,9.171,455,9.864,570,9.972,830,11.218
Glyma17g00460.1|PACid:16303916,78,1.82,28,0.65,38,0.712,34,0.492
Glyma17g00470.1|PACid:16303917,647,17.61,799,21.642,769,16.809,1290,21.784
Glyma17g00470.2|PACid:16303918,803,21.856,823,22.292,814,17.793,1125,18.998
Glyma17g00470.3|PACid:16303919,667,19.852,692,20.496,735,17.568,1102,20.35
Glyma17g00470.4|PACid:16303920,694,20.655,775,22.955,700,16.732,1056,19.5
Glyma17g00480.1|PACid:16303921,1445,18.096,1203,14.993,1184,11.908,1546,12.012
Glyma17g00490.1|PACid:16303922,47,2.129,15,0.676,42,1.528,9,0.253
Glyma17g00490.2|PACid:16303923,19,1.336,8,0.56,10,0,8,0
Glyma17g00520.1|PACid:16303925,956,15.56,1068,17.299,1115,14.575,1386,13.997
Glyma17g00550.1|PACid:16303926,226,4.886,460,9.897,322,5.591,236,3.166
Glyma17g00560.1|PACid:16303927,385,14.754,498,18.993,641,19.728,748,17.785
Glyma17g00560.2|PACid:16303928,328,14.455,451,19.78,447,15.821,550,15.039
Glyma17g00570.1|PACid:16303929,1463,13.73,1561,14.579,1854,13.973,2133,12.42
Glyma17g00580.1|PACid:16303930,517,11.896,705,16.143,386,7.133,1147,16.375
Glyma17g00590.1|PACid:16303931,183,8.065,31,1.36,93,3.292,34,0.93
Glyma17g00610.1|PACid:16303933,1351,102.52,1706,128.835,2468,150.409,2589,121.896
Glyma17g00620.1|PACid:16303934,818,7.95,349,3.376,356,2.779,520,3.136
Glyma17g00630.1|PACid:16303935,999,45.245,924,41.647,1062,38.629,1442,40.521
Glyma17g00640.1|PACid:16303936,42,1.557,117,4.318,100,2.978,111,2.554
Glyma17g00650.1|PACid:16303937,139,5.089,224,8.161,146,4.293,267,6.065
Glyma17g00660.1|PACid:16303938,36,3.198,29,2.564,35,2.497,67,3.692
Glyma17g00670.1|PACid:16303939,194,8.928,10,0,3,0,54,1.542
Glyma17g00670.2|PACid:16303940,157,7.434,16,0.754,8,0,31,0.911
Glyma17g00670.3|PACid:16303941,168,8.298,16,0.786,4,0,41,1.256
Glyma17g00670.4|PACid:16303942,88,5.48,10,0.62,2,0,21,0.811
Glyma17g00680.1|PACid:16303943,10,0,0,0,0,0,3,0
Glyma17g00700.1|PACid:16303945,527,27.448,922,47.79,838,35.053,1623,52.448
Glyma17g00700.2|PACid:16303946,509,26.511,810,41.985,829,34.677,1560,50.412
Glyma17g00710.1|PACid:16303947,2839,52.469,2591,47.655,2578,38.265,3594,41.212
Glyma17g00730.1|PACid:16303948,146,5.212,109,3.872,244,6.995,237,5.249
Glyma17g00740.1|PACid:16303949,170,4.358,218,5.561,190,3.912,346,5.503
Glyma17g00740.2|PACid:16303950,179,4.589,204,5.204,198,4.076,333,5.296
Glyma17g00740.3|PACid:16303951,155,3.973,157,4.005,204,4.2,323,5.137
Glyma17g00740.4|PACid:16303952,183,4.691,217,5.536,174,3.582,355,5.646
Glyma17g00740.5|PACid:16303953,168,4.307,170,4.337,182,3.747,392,6.235
